FlightDate,FlightTime,Airport,FlightRange,BagNumber,MaxSpendingRange,DropOffRange
2003-11-17,15:48:47,LAX,42.5,1.1,61,1.4
1991-06-03,17:03:37,LAX,22.5,0.6,32,1.1
2000-09-23,22:00:32,ONT,47.5,0.6,63,1.7
1988-07-05,12:19:35,ONT,27.5,0.3,53,0.5
2011-06-25,13:22:04,LAX,2.5,0.5,81,0.2
2003-02-05,23:07:35,LAX,12.5,1.7,44,0.4
2001-12-16,13:28:00,ONT,42.5,0.0,89,1.5
1989-11-24,18:45:25,LAX,25.0,1.7,83,0.6
2014-03-15,00:22:33,ONT,42.5,1.3,60,0.9
1995-10-17,08:37:51,ONT,37.5,0.3,79,1.3
1995-09-14,06:05:25,ONT,40.0,0.4,69,1.0
1994-05-13,05:38:24,LAX,42.5,1.0,60,1.3
2014-12-12,21:06:54,LAX,12.5,0.5,91,1.3
1972-03-01,21:27:01,LAX,42.5,1.4,25,0.3
1996-04-15,12:50:30,LAX,35.0,0.6,93,0.8
2010-12-31,14:23:25,LAX,10.0,0.5,72,0.3
2021-11-27,00:52:29,ONT,10.0,0.0,92,2.0
1970-09-07,03:46:27,LAX,30.0,0.3,72,0.9
1987-02-20,00:17:53,ONT,35.0,0.6,71,0.4
2023-07-16,00:22:33,ONT,25.0,0.9,37,1.8
2012-10-06,14:06:45,LAX,40.0,1.6,82,1.4
2018-03-01,21:12:52,LAX,40.0,1.1,54,1.4
2001-12-29,08:21:46,ONT,22.5,0.9,83,0.3
1972-04-16,13:43:07,ONT,27.5,1.0,100,0.6
2003-01-30,23:29:13,ONT,27.5,0.2,88,0.1
1985-04-06,09:32:51,ONT,12.5,1.4,46,1.1
1973-12-26,11:34:45,LAX,35.0,1.8,88,1.3
1972-07-05,08:10:39,LAX,32.5,0.9,36,1.4
1991-12-01,05:38:09,LAX,20.0,0.9,80,1.5
2018-06-29,22:12:25,LAX,47.5,1.2,96,1.6
1977-11-13,17:09:06,LAX,2.5,0.0,73,0.7
2015-11-20,06:59:39,ONT,5.0,0.8,28,1.3
1992-12-16,06:37:07,LAX,40.0,1.5,82,1.5
1971-02-08,20:35:03,ONT,10.0,1.4,84,1.2
1994-12-31,13:15:02,ONT,50.0,1.0,97,1.1
1983-01-06,18:10:04,ONT,50.0,1.5,54,1.8
2001-07-19,04:54:54,ONT,37.5,1.6,35,0.5
2006-12-27,22:56:20,ONT,30.0,1.7,36,1.4
2000-02-22,21:26:36,LAX,25.0,0.9,64,0.7
1978-07-20,18:36:52,LAX,35.0,1.6,65,0.6
2013-08-13,12:52:42,LAX,32.5,0.4,87,1.2
2022-12-06,13:25:11,LAX,7.5,1.1,56,1.1
2023-07-06,00:54:09,LAX,10.0,1.8,86,0.7
2006-06-09,02:50:59,ONT,37.5,1.6,82,0.5
2019-03-12,09:52:43,LAX,12.5,1.2,49,0.1
2004-01-16,11:10:56,LAX,2.5,0.5,23,1.2
1994-08-02,20:22:45,LAX,15.0,1.9,89,0.4
2018-10-21,13:46:13,ONT,12.5,0.0,72,1.3
1990-06-20,21:11:46,LAX,30.0,0.2,51,1.4
1999-10-23,21:34:57,ONT,7.5,1.5,90,0.9
1971-07-27,09:50:43,LAX,25.0,1.8,51,1.1
2007-10-01,02:17:42,LAX,40.0,0.4,53,0.4
1972-02-08,21:25:52,LAX,27.5,0.6,62,1.7
1981-02-28,19:47:42,ONT,25.0,1.5,73,0.0
1995-02-07,03:43:02,LAX,12.5,1.0,100,2.0
2018-09-22,15:10:20,LAX,30.0,1.8,80,1.9
1974-08-11,18:30:00,ONT,7.5,1.4,90,0.1
2001-05-11,12:25:44,LAX,15.0,0.2,20,0.3
2020-09-11,14:57:29,ONT,27.5,1.1,61,0.5
2003-01-02,10:40:04,ONT,32.5,1.0,84,1.6
2000-11-18,07:52:05,LAX,30.0,0.3,81,1.3
1997-05-16,21:38:21,LAX,47.5,0.2,79,0.1
1978-09-28,13:17:46,ONT,35.0,1.0,68,1.1
1980-07-03,13:49:24,ONT,17.5,0.0,39,0.0
1978-10-16,03:23:42,ONT,20.0,1.1,64,1.2
2008-02-08,14:33:29,ONT,37.5,0.7,98,0.6
1973-11-28,18:16:38,LAX,35.0,1.1,40,1.3
1983-06-21,21:34:10,ONT,45.0,0.1,69,1.8
2014-03-04,02:47:18,ONT,7.5,0.7,90,0.9
2009-12-24,16:59:50,ONT,17.5,1.7,66,1.2
2001-04-08,10:52:56,LAX,42.5,0.8,74,1.1
2000-09-13,19:21:13,ONT,25.0,1.4,98,1.6
1994-08-12,09:01:20,ONT,25.0,0.0,27,1.0
2009-07-20,09:53:16,LAX,25.0,0.3,91,1.0
2005-07-18,19:22:37,LAX,35.0,0.6,56,0.9
1972-06-19,09:12:25,ONT,30.0,0.7,51,0.1
1980-10-10,22:39:23,LAX,40.0,1.9,80,0.8
2012-07-18,05:03:40,LAX,10.0,0.6,26,0.6
1978-05-28,21:49:18,ONT,15.0,0.9,40,0.2
2005-01-08,19:56:48,LAX,20.0,1.2,73,1.0
1978-08-24,12:22:25,LAX,27.5,0.1,55,2.0
2020-06-02,13:02:57,ONT,7.5,1.0,31,1.0
2008-01-08,09:57:35,LAX,12.5,1.5,93,1.4
2001-01-04,03:50:31,LAX,32.5,0.1,73,0.6
2017-03-10,08:20:03,LAX,42.5,0.7,51,1.0
1996-04-13,05:47:16,ONT,40.0,0.9,63,1.4
2000-11-03,22:43:47,ONT,15.0,0.2,86,0.7
2024-02-18,05:02:27,LAX,27.5,0.4,79,0.4
1989-10-04,06:25:11,ONT,32.5,1.8,74,1.9
1986-09-16,01:51:02,ONT,2.5,0.6,33,0.5
1973-05-22,17:55:20,LAX,12.5,0.9,73,0.4
1985-08-24,16:01:02,ONT,47.5,1.7,84,1.3
1979-09-06,15:32:20,ONT,30.0,0.8,90,0.5
2012-05-14,16:55:55,ONT,7.5,0.8,61,0.9
1978-02-03,10:15:37,ONT,20.0,0.4,57,0.0
2024-02-21,22:17:09,LAX,15.0,1.3,63,0.6
2014-11-22,02:34:36,ONT,15.0,0.5,83,1.8
1998-01-23,06:58:07,ONT,25.0,1.3,20,1.6
1982-12-19,13:11:01,ONT,20.0,1.1,80,1.8
1982-04-03,23:15:13,LAX,17.5,0.3,81,0.1
2011-01-09,16:22:05,LAX,50.0,0.7,32,0.6
1982-09-11,20:06:00,LAX,10.0,0.5,69,1.3
2018-12-24,05:48:46,ONT,50.0,0.8,65,1.8
2004-12-08,20:58:22,ONT,10.0,1.1,47,1.4
1975-05-05,11:13:01,LAX,17.5,1.5,100,1.2
1993-11-26,22:06:26,LAX,25.0,0.1,60,1.4
2006-02-16,15:18:52,ONT,35.0,0.1,80,1.6
1982-01-24,16:43:05,LAX,47.5,0.2,84,1.9
1999-04-18,03:58:07,ONT,35.0,1.0,47,1.5
2017-07-04,19:43:12,ONT,50.0,0.0,25,2.0
2013-12-24,23:04:19,ONT,30.0,1.0,96,1.1
1978-09-02,00:36:45,LAX,50.0,0.8,71,0.2
2013-06-29,19:16:19,ONT,22.5,1.6,25,0.9
1988-09-30,00:15:14,LAX,5.0,0.3,72,0.9
1973-07-15,00:12:22,LAX,50.0,0.9,67,1.7
1971-08-17,10:19:58,LAX,15.0,1.8,73,0.4
1988-03-13,01:29:28,LAX,10.0,0.6,69,0.2
1992-09-10,13:02:44,ONT,45.0,1.7,50,1.7
2013-02-15,23:15:10,LAX,42.5,1.1,76,0.6
1973-01-30,12:05:50,LAX,35.0,0.2,94,0.7
1995-04-03,01:43:56,LAX,40.0,0.2,87,0.5
2018-02-10,23:27:02,ONT,2.5,1.4,96,0.6
1984-01-27,02:25:48,LAX,17.5,0.6,87,1.7
2023-01-08,18:05:51,ONT,47.5,0.7,91,1.5
1986-05-25,05:17:38,ONT,40.0,0.9,89,0.7
2013-10-25,22:38:03,LAX,30.0,1.1,33,0.5
1998-09-23,05:23:10,LAX,27.5,0.6,76,0.1
1975-06-23,10:04:35,ONT,40.0,0.9,63,0.9
1990-01-07,01:27:36,ONT,32.5,0.7,45,2.0
2015-09-25,22:23:39,LAX,30.0,1.0,81,1.8
1985-05-29,08:40:24,ONT,10.0,0.9,22,1.4
2006-06-23,16:25:24,ONT,22.5,1.3,21,1.1
1993-08-10,02:16:47,ONT,7.5,0.1,97,1.8
2003-05-12,02:21:40,ONT,17.5,1.6,65,0.0
2024-02-18,19:23:59,ONT,45.0,0.1,69,1.8
1996-04-24,17:16:41,LAX,45.0,1.9,74,0.5
2000-08-28,16:57:46,LAX,10.0,1.9,71,0.5
2000-09-04,15:48:03,ONT,7.5,0.3,72,1.8
2008-07-11,08:28:02,LAX,22.5,0.8,48,1.1
1978-06-10,06:13:39,LAX,5.0,1.5,83,1.7
2020-12-30,10:24:09,ONT,40.0,1.1,100,0.6
1997-10-29,00:49:08,LAX,42.5,1.0,30,0.7
2005-10-18,15:27:16,LAX,15.0,0.8,65,0.4
1977-05-19,18:14:38,ONT,37.5,1.8,23,0.9
2000-11-18,03:05:09,LAX,27.5,1.8,62,0.6
1987-03-28,22:27:29,ONT,22.5,0.1,97,1.6
2022-05-17,17:08:28,LAX,35.0,1.3,96,1.4
1995-05-08,03:59:16,ONT,32.5,0.0,60,1.2
1973-03-29,09:54:12,LAX,20.0,0.6,82,2.0
1976-09-01,10:57:24,LAX,7.5,1.4,76,1.9
2015-07-03,06:13:59,ONT,5.0,1.8,64,1.4
2003-07-13,03:30:18,ONT,25.0,0.4,48,1.4
2019-04-27,12:00:15,LAX,35.0,1.7,74,0.2
1972-04-02,03:01:24,LAX,2.5,0.1,59,0.6
2018-03-05,11:04:00,LAX,35.0,1.0,73,1.3
1980-12-05,15:27:32,ONT,37.5,1.6,65,1.8
2013-09-19,04:58:03,ONT,37.5,1.7,81,0.1
2021-10-05,14:37:50,ONT,20.0,0.5,91,2.0
1976-07-12,05:08:09,ONT,40.0,0.4,30,1.6
2004-03-29,05:01:52,LAX,37.5,0.6,74,0.8
1975-08-13,23:00:52,ONT,25.0,0.6,22,1.7
1978-04-23,16:46:11,LAX,45.0,0.2,64,1.5
1984-08-25,09:18:55,LAX,42.5,1.3,42,0.5
1997-07-28,19:49:40,ONT,30.0,1.7,41,0.5
2017-02-04,13:53:28,LAX,45.0,1.0,97,1.4
2016-10-06,10:05:24,ONT,17.5,1.2,87,0.1
2005-08-18,21:14:52,LAX,20.0,0.5,36,0.9
2021-12-29,20:54:31,LAX,35.0,0.0,97,0.1
1975-03-10,12:36:54,LAX,35.0,0.8,36,0.7
1974-07-03,00:59:45,ONT,30.0,1.1,64,0.7
1991-08-21,16:35:11,LAX,45.0,0.0,87,0.9
1988-10-27,01:59:26,LAX,20.0,0.1,84,1.2
1997-04-07,01:41:11,ONT,50.0,0.5,43,1.4
2015-06-07,00:23:14,ONT,27.5,1.0,97,1.1
2020-03-03,10:46:43,LAX,50.0,0.5,32,0.0
1972-07-18,22:57:04,LAX,22.5,1.3,70,1.8
1990-09-19,18:53:51,ONT,45.0,0.1,74,1.7
2017-08-20,04:08:44,LAX,37.5,0.1,60,1.7
1970-04-11,01:20:17,LAX,20.0,1.1,32,0.4
2012-04-05,16:39:56,LAX,35.0,0.3,98,1.5
1992-09-13,04:40:48,ONT,2.5,0.3,65,0.6
1971-12-16,02:14:41,LAX,50.0,0.7,71,1.8
1987-08-03,05:29:15,LAX,17.5,1.4,88,0.5
1971-04-11,06:45:32,ONT,20.0,0.2,75,0.3
1997-12-04,05:31:33,ONT,22.5,1.3,60,0.2
1972-04-08,11:29:55,ONT,50.0,0.6,78,1.0
1990-07-17,21:14:06,ONT,22.5,0.4,60,0.2
1980-03-28,21:57:07,ONT,47.5,0.9,66,0.7
1998-06-12,09:19:48,LAX,15.0,1.1,21,0.3
2007-04-26,20:03:41,ONT,22.5,0.1,67,0.8
1986-05-30,10:40:44,ONT,30.0,0.1,80,0.6
2013-05-28,12:06:08,LAX,5.0,1.7,29,0.9
2022-04-29,07:05:36,ONT,50.0,0.7,89,0.9
2015-02-03,20:16:36,LAX,50.0,0.6,85,0.3
1992-07-26,05:50:59,ONT,40.0,0.5,28,1.8
2024-02-22,06:14:55,ONT,40.0,0.8,36,0.3
1976-05-18,01:33:34,ONT,27.5,0.7,71,1.5
1992-11-22,13:39:22,ONT,22.5,1.9,36,1.6
2015-10-20,19:06:15,LAX,27.5,0.5,63,0.5
2014-09-17,11:25:58,LAX,15.0,1.0,39,1.0
2016-02-29,14:08:48,LAX,10.0,0.4,46,1.8
2015-12-12,05:16:41,ONT,37.5,0.5,69,0.1
2010-08-14,06:07:37,ONT,30.0,1.6,34,2.0
1995-10-16,08:54:59,ONT,37.5,1.9,36,1.4
1970-04-06,01:40:13,ONT,17.5,0.0,99,0.4
2011-02-01,04:53:57,LAX,2.5,0.6,95,1.5
1990-06-30,17:34:52,ONT,5.0,0.3,72,0.1
1999-01-17,18:02:16,LAX,30.0,0.5,56,0.4
1994-04-10,04:18:38,ONT,35.0,0.6,44,1.1
2006-01-01,10:41:37,LAX,45.0,0.7,26,0.5
2012-10-06,18:27:39,LAX,20.0,0.4,41,1.0
1985-04-05,22:19:23,ONT,15.0,0.4,38,1.6
2005-03-03,16:05:03,LAX,50.0,0.4,73,1.5
1988-07-09,23:22:45,ONT,5.0,1.1,67,0.6
2021-04-17,12:00:05,LAX,12.5,0.3,52,1.3
1989-04-07,12:28:50,LAX,17.5,0.8,47,1.2
1977-05-24,07:13:12,LAX,12.5,0.9,20,1.5
2002-12-10,17:42:06,LAX,17.5,1.2,34,0.5
1996-08-15,18:46:14,ONT,30.0,1.7,26,0.0
2009-12-31,18:39:46,LAX,15.0,0.9,97,1.8
1977-03-10,23:08:09,ONT,15.0,1.4,67,1.2
1979-06-06,21:41:55,ONT,2.5,1.0,69,0.4
1972-09-06,19:53:07,LAX,2.5,0.9,100,0.0
2008-11-18,07:07:08,ONT,20.0,0.4,81,0.2
2001-12-12,05:52:34,LAX,17.5,1.4,83,1.1
2013-01-13,19:22:13,ONT,20.0,1.4,60,0.2
1971-10-17,04:28:15,ONT,40.0,1.4,49,0.6
1972-01-17,03:29:18,LAX,27.5,0.4,80,1.4
1970-02-28,06:28:23,LAX,2.5,0.8,97,0.7
2018-06-09,12:17:09,ONT,32.5,1.1,96,1.6
1998-02-07,01:53:14,LAX,15.0,1.7,91,1.0
2008-11-16,01:13:54,ONT,7.5,0.3,73,1.4
2013-04-21,16:20:23,LAX,22.5,0.9,83,0.1
1974-07-25,06:09:30,ONT,47.5,1.3,88,0.0
1972-07-18,06:02:01,ONT,12.5,0.4,47,1.8
2021-09-11,15:39:09,LAX,10.0,1.6,60,1.7
2023-10-04,12:47:11,ONT,45.0,0.0,91,0.8
2002-05-01,02:01:53,ONT,15.0,1.8,78,1.2
1975-08-02,14:58:36,ONT,45.0,0.2,44,0.8
1997-11-22,17:44:27,ONT,32.5,0.8,25,1.7
2011-03-24,08:08:03,ONT,50.0,0.6,77,1.2
1999-04-04,00:57:54,LAX,27.5,0.6,44,1.7
2015-02-03,20:54:27,ONT,40.0,0.0,65,2.0
1971-01-01,04:26:16,ONT,40.0,1.0,89,0.7
2001-07-14,16:09:55,ONT,12.5,0.6,82,0.5
2014-08-15,22:34:31,ONT,5.0,0.7,28,0.9
1973-10-28,20:14:06,ONT,25.0,0.8,73,1.0
1985-08-30,14:47:07,LAX,7.5,0.0,79,0.1
1980-01-12,17:52:32,LAX,15.0,1.8,75,0.5
1986-11-13,23:05:45,LAX,20.0,0.7,99,0.9
1976-12-15,02:36:35,ONT,2.5,1.6,95,1.0
2008-07-03,04:35:03,ONT,32.5,0.6,71,0.9
2009-05-17,19:21:15,LAX,50.0,0.0,78,0.6
2003-11-26,20:43:37,LAX,10.0,0.9,90,1.9
1981-10-19,00:34:32,ONT,22.5,1.5,72,1.3
2011-10-09,03:19:48,ONT,50.0,1.8,49,1.5
1988-09-06,16:25:28,ONT,35.0,0.4,55,1.5
2013-03-05,06:36:36,ONT,25.0,1.3,96,1.6
2002-11-02,23:22:11,ONT,27.5,0.8,69,0.3
2012-08-28,14:53:25,ONT,10.0,1.8,62,0.9
1992-04-01,00:05:12,ONT,2.5,0.0,60,1.6
1976-05-27,06:51:25,LAX,40.0,1.6,83,0.5
1973-12-27,03:32:08,LAX,50.0,1.6,70,0.8
2001-11-16,02:38:14,LAX,42.5,1.6,26,1.5
2017-06-12,03:46:39,ONT,32.5,0.3,84,1.8
1984-12-19,09:29:31,ONT,40.0,1.5,47,0.8
2004-08-02,15:08:22,LAX,40.0,0.8,55,0.2
1981-08-12,17:00:48,LAX,25.0,1.1,42,0.3
2009-11-03,22:13:50,ONT,47.5,0.5,56,0.5
2023-03-01,12:52:38,ONT,2.5,1.1,23,1.7
2007-07-02,23:54:00,LAX,45.0,1.0,65,1.9
2008-01-14,02:22:38,LAX,30.0,0.1,86,0.8
2011-11-24,00:00:33,LAX,37.5,0.5,75,0.9
1984-01-04,20:33:33,ONT,25.0,0.3,95,1.0
2024-10-25,10:38:05,ONT,17.5,0.4,22,0.5
1980-07-05,02:09:29,ONT,25.0,1.6,66,1.5
2001-10-16,03:12:02,ONT,27.5,1.2,82,1.1
2012-09-09,05:09:25,LAX,17.5,1.7,88,1.4
2021-06-04,02:08:25,LAX,45.0,0.9,40,1.5
1987-07-15,22:58:43,LAX,40.0,1.8,47,0.7
2013-02-25,12:48:58,LAX,47.5,0.5,67,0.9
2013-02-22,14:26:21,LAX,2.5,1.1,48,1.0
2007-10-13,02:46:08,LAX,40.0,0.5,60,0.5
2003-08-07,14:34:33,LAX,20.0,1.5,89,1.0
1990-05-10,06:12:12,LAX,15.0,1.4,48,1.1
1992-01-25,09:15:57,LAX,15.0,0.4,90,0.4
2020-01-28,08:15:13,LAX,5.0,0.8,96,1.4
2016-10-23,10:38:05,ONT,47.5,1.4,26,2.0
2014-07-03,11:24:42,LAX,42.5,0.2,28,0.9
2018-04-19,20:47:22,LAX,7.5,1.0,27,1.3
1970-07-16,04:19:34,LAX,47.5,1.8,40,0.9
2010-10-10,16:21:09,ONT,20.0,0.3,24,1.9
1978-10-31,07:07:31,ONT,40.0,0.0,61,0.8
2009-11-01,05:19:06,ONT,40.0,0.5,34,0.1
2006-11-28,20:47:02,ONT,10.0,0.7,38,0.0
2020-09-10,06:32:56,ONT,5.0,0.5,91,0.5
1977-03-17,23:53:11,LAX,2.5,0.2,88,1.0
2017-03-05,17:59:27,LAX,5.0,0.5,63,1.9
1978-06-16,03:08:54,ONT,5.0,0.7,70,1.4
1976-08-20,10:04:03,LAX,22.5,1.7,47,1.2
2024-02-12,20:27:07,ONT,37.5,1.8,98,1.1
1983-08-19,22:15:25,LAX,32.5,1.9,45,0.4
2023-08-21,03:56:30,ONT,50.0,1.1,78,0.4
1972-05-27,13:56:40,LAX,15.0,0.9,99,0.7
2008-01-30,00:58:24,ONT,12.5,1.0,95,1.4
2012-07-13,03:10:11,LAX,5.0,0.7,78,1.8
1972-04-04,17:53:36,LAX,15.0,0.3,99,0.2
2002-07-25,08:16:33,LAX,50.0,0.4,97,0.3
1992-09-30,11:54:28,LAX,5.0,0.9,100,1.4
2018-10-18,11:45:59,LAX,47.5,0.2,88,1.6
2019-03-22,02:39:36,LAX,20.0,1.6,78,0.9
1979-01-27,23:09:54,ONT,32.5,1.7,57,1.5
2002-04-20,01:11:40,ONT,10.0,1.8,27,0.0
1988-12-13,05:56:47,LAX,27.5,1.1,62,0.2
2000-04-24,05:20:43,ONT,32.5,0.8,20,0.1
2009-05-06,10:32:25,LAX,37.5,0.3,89,1.1
1993-07-17,06:23:20,ONT,7.5,0.6,79,1.5
1993-04-25,00:59:41,LAX,20.0,1.4,28,1.7
1997-07-31,18:06:06,ONT,40.0,0.9,61,1.0
1997-04-21,02:14:45,LAX,20.0,1.5,83,1.1
2007-02-12,22:22:10,LAX,37.5,1.6,86,1.1
1993-01-13,04:49:24,ONT,40.0,0.8,65,1.6
2007-03-18,13:16:09,LAX,17.5,0.4,97,1.0
2012-03-11,10:29:53,LAX,45.0,0.7,36,0.8
1994-12-02,19:47:23,LAX,37.5,0.6,23,1.8
1970-12-24,13:59:30,ONT,10.0,1.5,85,0.7
2009-02-03,18:18:36,LAX,27.5,1.7,33,1.7
1998-12-15,22:07:57,LAX,5.0,0.5,100,0.4
2024-01-30,17:00:26,ONT,27.5,0.1,87,1.2
2022-05-14,02:48:30,LAX,40.0,1.4,71,1.1
1974-06-30,07:31:47,LAX,30.0,1.5,77,2.0
1997-08-05,13:58:05,ONT,25.0,0.5,61,1.5
2001-03-13,10:05:09,LAX,5.0,1.7,44,0.1
1983-03-16,10:29:56,LAX,50.0,0.0,44,1.8
2011-03-08,08:03:51,LAX,10.0,1.5,39,1.8
2011-11-29,17:25:02,LAX,35.0,0.4,89,1.0
1998-03-25,13:44:15,ONT,40.0,0.6,75,1.0
1981-04-05,11:56:27,LAX,27.5,0.1,69,1.5
2002-09-02,03:06:38,ONT,42.5,1.4,78,2.0
2008-06-21,12:33:24,ONT,5.0,1.5,62,1.0
1983-03-17,03:13:35,ONT,12.5,1.3,62,1.5
1986-05-06,21:44:40,ONT,22.5,1.0,38,0.8
1991-09-03,12:50:04,ONT,40.0,0.5,20,0.4
2011-03-31,22:17:13,ONT,25.0,0.9,100,0.6
2024-12-10,21:35:00,LAX,20.0,0.3,71,1.7
1987-09-09,02:47:50,LAX,35.0,1.2,52,1.1
2019-05-13,04:56:18,LAX,17.5,0.2,75,0.1
2010-11-05,22:55:17,ONT,50.0,1.4,61,1.9
1997-04-28,12:57:33,LAX,35.0,1.0,42,1.9
2012-04-11,06:02:39,LAX,17.5,1.3,33,1.0
1987-01-03,03:44:14,ONT,12.5,0.5,66,1.6
1975-05-22,03:21:29,ONT,40.0,0.4,58,2.0
1973-04-15,14:07:43,LAX,15.0,0.5,69,1.1
1977-03-06,21:53:14,LAX,22.5,0.6,54,1.7
1988-07-11,19:43:01,ONT,45.0,0.6,86,1.2
1987-04-05,05:48:09,ONT,7.5,0.6,95,1.5
1999-08-14,10:02:55,LAX,27.5,0.0,30,0.6
1987-03-26,16:22:19,LAX,32.5,1.9,34,1.3
2012-10-20,13:27:47,ONT,2.5,1.7,84,1.3
2013-11-04,12:07:30,ONT,20.0,0.3,53,0.4
1999-03-26,01:58:32,ONT,37.5,1.4,65,0.5
1980-11-03,18:01:48,LAX,25.0,0.5,62,1.1
2022-01-30,14:31:51,ONT,5.0,0.0,87,1.4
2022-03-01,13:40:56,LAX,32.5,0.5,85,0.8
1995-12-22,17:19:07,LAX,45.0,0.8,76,1.7
1973-08-25,18:25:40,LAX,2.5,1.8,72,0.4
1991-11-14,08:09:16,LAX,45.0,0.6,73,1.8
2022-07-24,22:56:50,ONT,32.5,0.6,71,0.7
1980-06-10,10:08:21,LAX,50.0,0.0,87,1.3
1979-01-28,04:42:53,LAX,17.5,0.4,64,0.4
1975-11-15,08:16:03,LAX,10.0,1.0,80,0.0
2005-05-20,20:49:23,ONT,32.5,0.5,96,0.5
1987-02-09,13:08:27,LAX,25.0,0.5,72,0.6
2021-01-21,22:53:17,ONT,35.0,0.4,36,1.0
2021-11-24,18:48:30,ONT,47.5,0.2,90,1.3
2010-03-14,04:16:02,LAX,42.5,0.2,32,0.5
2014-03-03,05:03:55,ONT,10.0,1.7,25,0.0
1977-07-01,16:55:22,ONT,5.0,0.2,81,1.2
2008-04-15,19:53:12,ONT,50.0,0.6,62,0.0
1975-03-19,06:38:23,ONT,2.5,0.4,78,0.8
1976-04-03,17:05:18,LAX,35.0,1.7,67,0.9
1986-12-25,19:06:59,LAX,42.5,1.5,94,1.8
2010-02-23,06:19:19,LAX,50.0,1.8,58,1.9
2018-06-16,11:17:16,LAX,50.0,1.8,88,1.6
2022-09-20,23:00:25,ONT,30.0,1.6,81,0.6
1973-12-11,04:56:20,ONT,25.0,0.0,92,1.9
1976-11-16,20:36:14,ONT,27.5,1.0,77,1.0
1979-04-09,19:42:32,LAX,40.0,0.4,47,0.7
1992-02-21,06:14:36,ONT,40.0,1.1,60,1.0
2005-02-21,19:08:19,ONT,15.0,0.9,76,1.2
1979-01-01,13:27:55,ONT,12.5,1.2,73,0.5
2018-07-11,14:16:19,ONT,10.0,1.1,38,1.9
1975-04-15,12:50:31,LAX,37.5,0.6,69,1.3
2017-03-26,09:23:10,ONT,40.0,0.1,63,1.8
2016-08-11,12:26:30,ONT,40.0,0.8,62,0.7
1992-08-05,23:56:44,LAX,32.5,0.9,100,1.1
1992-01-26,23:28:18,ONT,35.0,0.1,94,1.7
1977-02-08,10:16:17,ONT,32.5,0.3,90,0.4
2019-01-01,19:15:22,ONT,30.0,0.9,37,1.2
2005-03-30,05:35:52,ONT,50.0,0.1,65,2.0
2023-04-30,11:36:38,LAX,50.0,0.0,90,1.8
2015-07-08,12:31:57,LAX,40.0,0.0,25,0.6
1985-02-20,05:16:00,LAX,25.0,1.1,47,2.0
1978-06-10,12:33:49,ONT,42.5,0.7,61,0.4
2017-07-29,10:58:34,ONT,25.0,0.5,83,1.5
1996-11-26,02:21:37,LAX,15.0,0.8,67,0.2
1977-04-16,20:57:45,LAX,30.0,0.8,65,0.4
1994-08-10,19:08:13,LAX,45.0,0.3,78,0.1
2025-02-19,20:44:35,LAX,10.0,1.9,89,0.7
1982-07-08,10:18:05,LAX,2.5,1.8,62,1.2
1980-03-10,16:59:51,LAX,40.0,0.1,27,0.4
2004-03-29,11:45:33,ONT,15.0,1.0,86,1.0
1995-01-19,13:31:40,ONT,15.0,1.0,87,1.6
1988-04-21,14:44:20,LAX,50.0,0.6,47,2.0
1974-04-19,23:31:14,LAX,37.5,0.8,37,1.7
1996-01-18,14:34:51,ONT,12.5,0.3,95,0.3
2023-11-04,05:32:57,ONT,15.0,0.1,76,0.0
2004-02-17,10:25:04,ONT,7.5,0.3,98,0.3
1972-10-03,19:28:59,ONT,35.0,1.0,68,0.5
2009-12-11,20:23:18,LAX,32.5,0.4,68,0.6
2020-10-30,18:20:43,ONT,7.5,1.5,85,2.0
2008-07-03,18:45:14,ONT,7.5,0.9,81,0.0
1985-08-29,03:27:14,ONT,32.5,1.3,90,0.5
2014-04-13,11:56:57,LAX,30.0,0.1,80,0.0
1994-07-25,18:08:15,ONT,5.0,1.8,88,1.8
1980-03-23,11:48:05,LAX,22.5,0.0,26,0.9
2024-03-09,04:11:23,LAX,35.0,1.3,95,1.2
2014-12-17,18:59:23,ONT,17.5,0.5,62,1.0
2024-01-12,03:40:33,ONT,12.5,1.7,94,0.5
1997-08-22,11:38:42,ONT,37.5,0.3,55,1.7
1974-03-06,04:53:56,LAX,30.0,0.2,97,1.9
1980-06-22,09:39:32,LAX,30.0,1.0,96,0.2
2006-08-09,11:14:51,LAX,37.5,1.3,40,1.1
2004-05-26,15:32:51,ONT,10.0,1.4,66,1.8
2007-12-29,11:38:17,ONT,17.5,1.4,99,1.2
1976-01-12,09:37:20,ONT,12.5,0.3,85,0.0
2013-01-13,08:38:12,LAX,45.0,0.6,83,0.1
2002-12-25,21:20:49,LAX,5.0,0.2,68,0.2
2003-01-05,09:18:39,LAX,30.0,0.6,84,1.4
1991-12-23,19:22:06,ONT,40.0,0.4,26,0.2
2009-02-03,04:44:45,LAX,37.5,1.9,43,1.6
2004-04-20,23:05:27,LAX,32.5,1.9,54,0.3
2009-04-29,21:33:46,LAX,37.5,0.0,58,1.7
2003-09-21,04:31:05,ONT,27.5,1.3,85,2.0
2004-04-13,06:36:26,ONT,37.5,0.4,82,0.0
1979-12-09,19:22:10,LAX,45.0,1.9,79,1.5
2017-10-02,06:04:30,LAX,47.5,0.5,20,1.5
1997-10-22,22:05:59,ONT,10.0,0.6,32,0.0
1972-04-13,04:14:27,ONT,45.0,1.0,93,1.6
1987-08-02,21:09:16,ONT,22.5,0.3,39,1.2
