FlightDate,FlightTime,Airport,MinWaitTime,MaxWaitTime,BagNumber,MaxSpendingRange,DropOffRange,FlightDateTime,ElapsedTime
2024-03-22,05:22:56,LAX,0.5,4.0,0.4,0.611111111111111,0.1,2024-03-22 05:22:00,11836
2025-01-18,23:01:41,LAX,1.25,2.5,0.2,0.2777777777777778,0.9,2025-01-18 23:01:00,447775
2024-12-11,13:37:39,LAX,1.75,4.0,0.4,0.0,0.7,2024-12-11 13:37:00,392491
2024-12-13,07:08:07,LAX,0.25,4.25,0.4,0.0,0.4,2024-12-13 07:08:00,394982
2024-12-12,07:24:37,ONT,1.25,4.75,0.6000000000000001,0.2222222222222222,0.0,2024-12-12 07:24:00,393558
2025-01-18,01:54:46,ONT,2.0,4.25,0.4,0.0555555555555555,0.8,2025-01-18 01:54:00,446508
2024-03-21,11:14:27,ONT,1.5,4.5,0.4,0.0555555555555555,0.1,2024-03-21 11:14:00,10748
2025-01-18,20:43:50,ONT,0.5,4.0,0.6000000000000001,0.0555555555555555,0.7,2025-01-18 20:43:00,447637
2024-12-11,12:34:14,LAX,1.75,3.0,0.2,0.8333333333333334,0.7,2024-12-11 12:34:00,392428
2024-11-30,08:43:55,LAX,1.5,2.5,0.4,0.611111111111111,0.8,2024-11-30 08:43:00,376357
2024-03-14,23:48:15,ONT,0.5,3.25,0.2,0.8333333333333334,0.2,2024-03-14 23:48:00,1422
2024-12-13,03:38:00,LAX,0.25,4.0,0.4,0.1666666666666666,0.5,2024-12-13 03:38:00,394772
2024-03-18,07:16:32,ONT,1.25,4.75,0.6000000000000001,0.1666666666666666,0.0,2024-03-18 07:16:00,6190
2024-12-12,13:24:36,ONT,0.25,4.75,0.2,0.7777777777777778,0.1,2024-12-12 13:24:00,393918
2025-01-19,23:55:18,LAX,1.5,4.75,0.6000000000000001,0.2222222222222222,0.6,2025-01-19 23:55:00,449269
2025-01-18,07:03:06,ONT,1.25,3.5,0.6000000000000001,0.0,0.7,2025-01-18 07:03:00,446817
2024-12-11,11:49:27,ONT,0.25,3.75,0.4,0.6666666666666666,0.8,2024-12-11 11:49:00,392383
2025-01-19,05:07:50,ONT,1.5,4.25,0.6000000000000001,0.3333333333333333,0.9,2025-01-19 05:07:00,448141
2024-03-22,15:42:25,ONT,1.5,4.0,0.2,0.3333333333333333,0.3,2024-03-22 15:42:00,12456
2024-12-12,02:32:37,LAX,0.75,3.75,0.4,0.1111111111111111,0.6,2024-12-12 02:32:00,393266
2024-12-11,02:26:02,ONT,2.0,4.5,0.2,0.1666666666666666,1.0,2024-12-11 02:26:00,391820
2024-03-22,23:03:07,ONT,0.75,3.25,0.2,0.2777777777777778,0.4,2024-03-22 23:03:00,12897
2024-12-13,07:29:02,LAX,1.0,4.0,0.4,0.3333333333333333,0.4,2024-12-13 07:29:00,395003
2024-03-20,02:32:21,LAX,2.0,4.25,0.0,0.0,1.0,2024-03-20 02:32:00,8786
2024-12-13,19:54:21,ONT,0.25,4.75,0.2,0.1111111111111111,0.6,2024-12-13 19:54:00,395748
2024-11-30,06:43:32,ONT,1.25,4.25,0.6000000000000001,0.1666666666666666,0.5,2024-11-30 06:43:00,376237
2024-12-13,00:39:03,ONT,0.5,3.5,0.4,0.0555555555555555,0.1,2024-12-13 00:39:00,394593
2025-01-18,17:50:14,ONT,2.0,2.25,0.8,0.1111111111111111,0.7,2025-01-18 17:50:00,447464
2024-11-30,11:36:04,ONT,0.25,2.5,0.4,0.6666666666666666,0.7,2024-11-30 11:36:00,376530
2025-01-18,01:48:22,ONT,0.25,3.5,0.4,0.3333333333333333,0.6,2025-01-18 01:48:00,446502
2024-12-12,03:13:28,LAX,2.0,2.5,0.2,0.1666666666666666,0.7,2024-12-12 03:13:00,393307
2025-01-19,19:35:55,LAX,0.5,3.0,0.4,0.3888888888888889,0.9,2025-01-19 19:35:00,449009
2024-03-22,06:10:14,ONT,0.5,3.75,0.4,0.8888888888888888,0.8,2024-03-22 06:10:00,11884
2025-01-19,07:49:05,LAX,1.5,3.0,0.4,0.611111111111111,0.0,2025-01-19 07:49:00,448303
2024-12-13,00:49:16,ONT,1.5,3.25,0.6000000000000001,0.1111111111111111,0.9,2024-12-13 00:49:00,394603
2025-01-18,06:00:08,ONT,0.75,2.25,0.2,0.2222222222222222,1.0,2025-01-18 06:00:00,446754
2024-11-30,02:03:03,LAX,1.5,5.0,0.4,0.8888888888888888,0.1,2024-11-30 02:03:00,375957
2024-12-12,00:17:19,ONT,1.75,4.0,0.4,0.3333333333333333,0.3,2024-12-12 00:17:00,393131
2024-03-22,16:10:29,LAX,1.25,5.0,0.2,0.0,1.0,2024-03-22 16:10:00,12484
2024-03-18,04:04:33,ONT,0.25,3.0,0.2,0.1666666666666666,0.6,2024-03-18 04:04:00,5998
2025-01-19,11:18:26,ONT,1.5,4.5,0.8,0.1111111111111111,0.0,2025-01-19 11:18:00,448512
2024-11-30,13:34:02,LAX,2.0,4.25,0.8,0.1666666666666666,0.7,2024-11-30 13:34:00,376648
2024-03-14,13:28:48,LAX,1.0,2.25,0.4,0.1666666666666666,0.8,2024-03-14 13:28:00,802
2025-01-19,18:49:26,ONT,0.25,2.25,0.4,0.1111111111111111,1.0,2025-01-19 18:49:00,448963
2025-01-18,02:55:04,LAX,0.5,2.25,0.2,0.0555555555555555,0.0,2025-01-18 02:55:00,446569
2025-01-18,16:35:24,LAX,0.75,3.5,0.2,0.0,0.2,2025-01-18 16:35:00,447389
2024-03-15,13:55:41,LAX,1.0,4.25,0.6000000000000001,0.1666666666666666,0.5,2024-03-15 13:55:00,2269
2024-11-30,19:39:41,LAX,0.25,4.5,0.6000000000000001,0.0555555555555555,0.6,2024-11-30 19:39:00,377013
2024-12-13,03:07:34,LAX,0.5,4.0,0.4,0.0555555555555555,0.7,2024-12-13 03:07:00,394741
2024-11-30,09:55:46,ONT,2.0,4.0,0.6000000000000001,0.3333333333333333,0.5,2024-11-30 09:55:00,376429
2025-01-18,13:31:55,ONT,1.75,3.5,0.2,0.1111111111111111,0.3,2025-01-18 13:31:00,447205
2025-01-18,17:40:24,LAX,1.0,3.0,0.4,0.0,0.0,2025-01-18 17:40:00,447454
2024-12-11,22:24:06,ONT,0.75,4.75,0.2,0.6666666666666666,1.0,2024-12-11 22:24:00,393018
2024-12-11,00:57:48,ONT,1.25,2.5,0.2,0.1666666666666666,0.2,2024-12-11 00:57:00,391731
2025-01-19,09:34:59,ONT,0.25,3.0,0.2,0.2222222222222222,0.8,2025-01-19 09:34:00,448408
2025-01-19,01:41:24,LAX,2.0,4.25,0.2,0.6666666666666666,0.6,2025-01-19 01:41:00,447935
2024-11-30,20:41:36,ONT,1.5,4.0,0.4,0.2777777777777778,0.2,2024-11-30 20:41:00,377075
2024-12-12,18:32:56,ONT,1.25,3.0,0.4,0.0555555555555555,0.5,2024-12-12 18:32:00,394226
2024-11-30,11:58:21,ONT,2.0,4.5,0.2,0.1111111111111111,0.8,2024-11-30 11:58:00,376552
2024-12-11,22:23:03,LAX,1.5,2.75,0.6000000000000001,0.1111111111111111,0.4,2024-12-11 22:23:00,393017
2024-12-12,19:22:07,ONT,1.75,3.0,0.8,0.0555555555555555,0.1,2024-12-12 19:22:00,394276
2024-03-21,18:59:39,LAX,0.75,4.5,0.6000000000000001,0.3333333333333333,0.5,2024-03-21 18:59:00,11213
2024-11-30,12:17:33,ONT,1.25,5.0,0.4,0.6666666666666666,1.0,2024-11-30 12:17:00,376571
2025-01-18,16:00:15,ONT,0.5,2.25,0.4,0.2222222222222222,0.6,2025-01-18 16:00:00,447354
2025-01-19,05:04:29,LAX,0.75,2.75,0.0,0.2777777777777778,0.7,2025-01-19 05:04:00,448138
2024-03-18,22:20:53,ONT,1.75,4.0,0.2,0.0555555555555555,0.7,2024-03-18 22:20:00,7094
2024-12-13,03:55:49,LAX,2.0,2.75,0.6000000000000001,0.2777777777777778,0.2,2024-12-13 03:55:00,394789
2024-11-30,20:46:22,LAX,1.75,4.5,0.2,0.0555555555555555,0.5,2024-11-30 20:46:00,377080
2024-12-12,04:55:06,ONT,1.25,4.75,0.2,0.7777777777777778,0.3,2024-12-12 04:55:00,393409
2024-12-13,15:29:21,ONT,1.0,2.0,0.2,1.0,0.8,2024-12-13 15:29:00,395483
2024-11-30,15:13:55,ONT,1.75,4.5,0.2,0.611111111111111,0.8,2024-11-30 15:13:00,376747
2024-03-20,22:19:07,ONT,1.5,5.0,0.4,0.1666666666666666,0.8,2024-03-20 22:19:00,9973
2025-01-19,03:05:31,LAX,1.5,3.25,0.6000000000000001,0.2777777777777778,0.6,2025-01-19 03:05:00,448019
2024-12-11,13:36:12,ONT,2.0,4.5,0.6000000000000001,0.2777777777777778,0.1,2024-12-11 13:36:00,392490
2024-11-30,16:21:05,ONT,1.0,3.5,0.2,0.4444444444444445,0.1,2024-11-30 16:21:00,376815
2024-12-13,02:21:07,LAX,1.5,3.5,0.2,0.1666666666666666,0.6,2024-12-13 02:21:00,394695
2024-03-22,19:41:57,LAX,1.25,5.0,0.4,0.0,0.2,2024-03-22 19:41:00,12695
2024-11-30,10:37:01,ONT,0.75,2.25,0.6000000000000001,0.7777777777777778,0.8,2024-11-30 10:37:00,376471
2024-12-13,04:42:25,ONT,1.25,3.75,0.2,0.3333333333333333,0.2,2024-12-13 04:42:00,394836
2024-03-22,12:11:17,LAX,0.25,2.75,0.4,0.2777777777777778,0.1,2024-03-22 12:11:00,12245
2024-03-21,01:56:18,ONT,0.25,5.0,0.6000000000000001,0.1111111111111111,0.4,2024-03-21 01:56:00,10190
2024-12-11,01:15:07,LAX,1.0,3.25,0.2,0.7777777777777778,0.1,2024-12-11 01:15:00,391749
2025-01-18,23:12:29,LAX,0.5,4.5,0.6000000000000001,0.0555555555555555,0.7,2025-01-18 23:12:00,447786
2025-01-18,07:58:41,LAX,2.0,3.5,0.2,0.0555555555555555,0.8,2025-01-18 07:58:00,446872
2025-01-18,16:31:18,ONT,0.25,5.0,0.2,0.0555555555555555,0.4,2025-01-18 16:31:00,447385
2024-03-22,15:46:22,LAX,0.25,3.5,0.4,0.2777777777777778,0.3,2024-03-22 15:46:00,12460
2024-03-16,02:31:35,ONT,0.25,2.0,0.6000000000000001,0.0555555555555555,0.3,2024-03-16 02:31:00,3025
2024-12-13,21:59:14,ONT,1.5,3.75,0.2,0.8888888888888888,1.0,2024-12-13 21:59:00,395873
2025-01-18,20:00:15,ONT,1.5,4.25,0.4,0.1111111111111111,0.2,2025-01-18 20:00:00,447594
2024-11-30,19:45:39,ONT,0.25,4.75,0.8,0.2222222222222222,0.3,2024-11-30 19:45:00,377019
2025-01-19,02:17:49,LAX,0.5,5.0,0.8,0.1111111111111111,0.7,2025-01-19 02:17:00,447971
2024-12-12,20:19:16,LAX,1.25,2.0,0.4,0.1666666666666666,0.8,2024-12-12 20:19:00,394333
2025-01-19,11:56:35,LAX,1.0,2.0,0.2,0.0,0.3,2025-01-19 11:56:00,448550
2024-12-12,12:43:41,LAX,0.5,3.5,0.2,0.1666666666666666,0.8,2024-12-12 12:43:00,393877
2025-01-19,12:24:27,ONT,1.0,3.75,0.4,0.1666666666666666,1.0,2025-01-19 12:24:00,448578
2025-01-19,06:19:38,LAX,0.25,3.0,0.4,0.2222222222222222,0.4,2025-01-19 06:19:00,448213
2024-11-30,01:54:23,ONT,1.25,2.75,0.4,0.4444444444444445,0.4,2024-11-30 01:54:00,375948
2025-01-18,11:43:56,ONT,1.75,3.25,0.4,0.0,0.5,2025-01-18 11:43:00,447097
2024-12-12,20:24:56,LAX,1.0,3.5,0.2,0.1666666666666666,0.8,2024-12-12 20:24:00,394338
2024-11-30,02:41:24,ONT,0.25,3.5,0.6000000000000001,0.5555555555555556,0.2,2024-11-30 02:41:00,375995
2025-01-19,02:10:54,ONT,1.5,3.25,0.4,0.1666666666666666,0.3,2025-01-19 02:10:00,447964
2024-03-15,20:37:19,LAX,1.0,3.5,0.6000000000000001,0.1666666666666666,0.2,2024-03-15 20:37:00,2671
2024-03-22,12:35:47,LAX,2.0,4.75,0.0,0.0,0.8,2024-03-22 12:35:00,12269
2024-03-17,00:10:49,ONT,1.75,4.0,0.0,0.1666666666666666,0.8,2024-03-17 00:10:00,4324
2024-03-16,08:06:25,ONT,2.0,2.25,0.2,0.4444444444444445,0.9,2024-03-16 08:06:00,3360
2025-01-19,13:18:54,LAX,1.75,3.75,0.6000000000000001,0.8333333333333334,0.5,2025-01-19 13:18:00,448632
2025-01-19,08:21:02,LAX,1.0,3.25,0.4,0.5,0.3,2025-01-19 08:21:00,448335
2024-12-13,07:54:12,LAX,0.25,4.5,0.2,0.5555555555555556,0.9,2024-12-13 07:54:00,395028
2024-03-21,08:11:54,ONT,0.5,3.5,0.4,0.3333333333333333,0.7,2024-03-21 08:11:00,10565
2025-01-19,10:02:38,ONT,1.25,2.75,0.4,0.0,0.7,2025-01-19 10:02:00,448436
2024-12-13,16:59:56,LAX,0.75,3.0,0.2,0.2777777777777778,0.1,2024-12-13 16:59:00,395573
2024-03-20,17:44:47,ONT,1.5,4.5,0.4,0.611111111111111,0.0,2024-03-20 17:44:00,9698
2024-03-21,07:23:03,LAX,0.75,4.75,0.6000000000000001,0.0,0.8,2024-03-21 07:23:00,10517
2024-12-12,09:44:21,ONT,1.25,4.0,0.6000000000000001,0.3333333333333333,0.5,2024-12-12 09:44:00,393698
2024-11-30,09:01:49,LAX,0.25,4.25,0.2,0.1111111111111111,0.2,2024-11-30 09:01:00,376375
2025-01-18,13:56:24,ONT,1.0,2.75,0.6000000000000001,0.5,0.5,2025-01-18 13:56:00,447230
2024-12-12,19:03:21,LAX,1.5,3.75,0.4,0.1111111111111111,0.4,2024-12-12 19:03:00,394257
2024-12-13,20:54:40,LAX,2.0,4.75,0.2,0.3333333333333333,0.0,2024-12-13 20:54:00,395808
2024-11-30,10:17:28,LAX,1.75,5.0,0.8,0.5,0.7,2024-11-30 10:17:00,376451
2024-11-30,22:16:02,ONT,0.25,4.5,0.2,0.0,0.2,2024-11-30 22:16:00,377170
2025-01-19,17:58:36,LAX,1.25,3.75,0.4,0.3333333333333333,1.0,2025-01-19 17:58:00,448912
2025-01-18,10:45:46,ONT,0.75,4.0,1.0,1.0,0.8,2025-01-18 10:45:00,447039
2024-12-12,17:54:02,LAX,2.0,2.25,0.6000000000000001,0.3333333333333333,0.3,2024-12-12 17:54:00,394188
2024-12-13,13:39:59,ONT,0.5,3.75,0.4,0.1666666666666666,0.8,2024-12-13 13:39:00,395373
2025-01-19,08:14:39,LAX,1.5,4.25,0.8,0.2777777777777778,0.2,2025-01-19 08:14:00,448328
2024-12-11,09:38:54,LAX,0.25,5.0,0.6000000000000001,0.0,0.9,2024-12-11 09:38:00,392252
2025-01-18,16:22:30,ONT,0.5,5.0,0.6000000000000001,0.3333333333333333,0.9,2025-01-18 16:22:00,447376
2024-12-12,17:54:57,LAX,0.5,3.75,0.4,0.1666666666666666,0.5,2024-12-12 17:54:00,394188
2024-12-12,12:01:06,ONT,0.25,4.0,0.4,0.3333333333333333,0.1,2024-12-12 12:01:00,393835
2024-12-12,16:50:53,ONT,0.25,3.5,0.6000000000000001,0.2777777777777778,0.8,2024-12-12 16:50:00,394124
2024-12-13,06:44:04,ONT,0.75,4.75,0.0,0.0555555555555555,0.2,2024-12-13 06:44:00,394958
2024-12-13,23:54:58,ONT,0.25,4.5,0.0,0.1666666666666666,0.3,2024-12-13 23:54:00,395988
2024-11-30,22:00:46,LAX,1.25,3.5,0.0,0.0,0.2,2024-11-30 22:00:00,377154
2025-01-19,02:52:01,ONT,1.75,2.5,0.2,0.2777777777777778,1.0,2025-01-19 02:52:00,448006
2024-11-30,17:38:16,ONT,0.5,4.25,0.0,0.0555555555555555,0.1,2024-11-30 17:38:00,376892
2024-03-18,22:03:32,LAX,0.75,4.5,0.2,0.3333333333333333,0.1,2024-03-18 22:03:00,7077
2024-03-18,05:52:26,LAX,1.75,4.0,0.4,0.3333333333333333,1.0,2024-03-18 05:52:00,6106
2024-03-18,11:45:50,LAX,1.0,3.5,1.0,0.8333333333333334,0.6,2024-03-18 11:45:00,6459
2024-03-15,15:38:52,ONT,0.25,4.0,0.6000000000000001,0.1666666666666666,0.7,2024-03-15 15:38:00,2372
2025-01-18,19:16:43,LAX,1.0,2.5,0.6000000000000001,0.1666666666666666,0.2,2025-01-18 19:16:00,447550
2024-11-30,02:47:10,LAX,1.5,5.0,0.4,0.2777777777777778,0.5,2024-11-30 02:47:00,376001
2024-12-13,20:17:11,ONT,2.0,3.75,0.4,0.3888888888888889,0.6,2024-12-13 20:17:00,395771
2024-03-15,10:08:08,ONT,0.75,4.75,0.4,0.0555555555555555,0.7,2024-03-15 10:08:00,2042
2024-11-30,02:54:42,LAX,1.5,3.5,0.4,0.3333333333333333,0.4,2024-11-30 02:54:00,376008
2025-01-19,20:54:43,ONT,1.75,2.0,0.4,0.7222222222222222,0.3,2025-01-19 20:54:00,449088
2024-03-14,18:58:37,ONT,1.5,3.5,0.4,0.2222222222222222,1.0,2024-03-14 18:58:00,1132
2024-03-15,19:00:07,LAX,0.75,2.0,0.6000000000000001,0.3333333333333333,0.7,2024-03-15 19:00:00,2574
2024-11-30,04:10:57,LAX,1.5,3.5,0.4,0.2777777777777778,0.4,2024-11-30 04:10:00,376084
2024-12-13,12:01:41,ONT,0.75,3.25,0.4,0.1666666666666666,0.0,2024-12-13 12:01:00,395275
2024-11-30,10:11:47,LAX,1.75,3.75,0.4,0.3333333333333333,0.0,2024-11-30 10:11:00,376445
2025-01-18,08:57:13,ONT,1.0,3.25,0.4,0.2222222222222222,0.2,2025-01-18 08:57:00,446931
2024-11-30,03:23:02,LAX,2.0,4.75,0.0,0.2222222222222222,0.0,2024-11-30 03:23:00,376037
2024-12-11,07:59:16,ONT,2.0,3.75,0.6000000000000001,0.1111111111111111,0.6,2024-12-11 07:59:00,392153
2024-11-30,14:23:33,ONT,1.0,4.0,0.2,0.1666666666666666,0.9,2024-11-30 14:23:00,376697
2024-03-16,17:56:50,LAX,0.75,3.25,0.4,0.0,0.1,2024-03-16 17:56:00,3950
2024-11-30,20:41:09,LAX,0.25,4.75,0.4,0.1111111111111111,1.0,2024-11-30 20:41:00,377075
2024-03-20,17:04:36,LAX,0.75,3.5,0.6000000000000001,0.3888888888888889,0.2,2024-03-20 17:04:00,9658
2024-03-15,13:23:16,ONT,1.0,2.75,0.4,0.2777777777777778,0.5,2024-03-15 13:23:00,2237
2025-01-19,00:05:06,LAX,0.5,2.75,0.2,0.7222222222222222,0.2,2025-01-19 00:05:00,447839
2024-11-30,14:21:03,LAX,1.5,4.5,0.2,0.0555555555555555,0.9,2024-11-30 14:21:00,376695
2025-01-19,16:20:13,ONT,1.0,2.75,0.2,0.1111111111111111,0.2,2025-01-19 16:20:00,448814
2024-12-11,22:44:05,ONT,0.75,2.0,0.4,0.2777777777777778,0.7,2024-12-11 22:44:00,393038
2025-01-19,05:09:34,ONT,1.25,3.75,0.2,0.0,0.0,2025-01-19 05:09:00,448143
2025-01-18,13:19:52,LAX,1.75,4.25,0.4,0.8333333333333334,0.1,2025-01-18 13:19:00,447193
2025-01-19,20:29:23,ONT,1.5,2.25,0.2,0.2222222222222222,0.1,2025-01-19 20:29:00,449063
2024-11-30,02:38:53,LAX,0.75,4.25,0.4,0.1666666666666666,0.2,2024-11-30 02:38:00,375992
2024-12-13,14:13:53,ONT,1.5,2.0,0.2,0.8333333333333334,0.2,2024-12-13 14:13:00,395407
2024-12-11,03:47:03,ONT,1.5,5.0,0.4,0.0,0.7,2024-12-11 03:47:00,391901
2024-11-30,00:57:54,ONT,2.0,4.75,0.2,0.2777777777777778,0.2,2024-11-30 00:57:00,375891
2024-12-13,19:23:35,LAX,2.0,3.0,0.2,0.0555555555555555,0.7,2024-12-13 19:23:00,395717
2025-01-19,23:35:25,LAX,1.25,4.5,0.4,0.1111111111111111,0.8,2025-01-19 23:35:00,449249
2024-03-15,18:06:58,LAX,0.5,4.75,0.2,0.1111111111111111,0.7,2024-03-15 18:06:00,2520
2024-03-14,14:01:35,LAX,2.0,2.5,0.8,0.1111111111111111,0.8,2024-03-14 14:01:00,835
2024-11-30,01:16:37,LAX,1.75,4.25,0.2,0.1111111111111111,0.3,2024-11-30 01:16:00,375910
2025-01-19,05:17:51,ONT,1.75,2.5,0.2,0.5555555555555556,0.3,2025-01-19 05:17:00,448151
2024-11-30,03:02:46,LAX,0.5,3.5,0.6000000000000001,0.3333333333333333,0.6,2024-11-30 03:02:00,376016
2024-12-13,23:43:08,LAX,1.5,3.25,0.4,0.2222222222222222,0.0,2024-12-13 23:43:00,395977
2024-03-22,23:18:25,LAX,1.25,3.0,0.4,0.3333333333333333,1.0,2024-03-22 23:18:00,12912
2024-11-30,18:54:28,LAX,1.25,2.5,0.2,1.0,0.9,2024-11-30 18:54:00,376968
2025-01-19,09:20:51,ONT,1.0,3.25,0.6000000000000001,0.2222222222222222,0.1,2025-01-19 09:20:00,448394
2024-03-20,20:38:06,LAX,0.25,2.25,0.4,1.0,0.8,2024-03-20 20:38:00,9872
2025-01-19,12:27:33,ONT,0.5,2.75,0.4,1.0,0.8,2025-01-19 12:27:00,448581
2024-03-21,04:39:29,ONT,2.0,3.25,0.8,0.1111111111111111,0.8,2024-03-21 04:39:00,10353
2025-01-18,06:23:00,LAX,0.5,3.25,0.4,0.0,0.4,2025-01-18 06:23:00,446777
2024-03-16,12:56:23,ONT,2.0,3.25,0.2,0.2777777777777778,0.7,2024-03-16 12:56:00,3650
2024-12-12,09:24:40,ONT,1.25,4.5,0.4,0.0555555555555555,1.0,2024-12-12 09:24:00,393678
2024-03-18,18:53:19,ONT,1.5,3.0,0.2,0.0555555555555555,0.6,2024-03-18 18:53:00,6887
2024-11-30,19:43:12,LAX,0.5,2.75,0.2,0.1111111111111111,0.7,2024-11-30 19:43:00,377017
2024-03-17,00:27:00,LAX,0.75,4.5,0.2,0.1111111111111111,0.1,2024-03-17 00:27:00,4341
2024-12-12,21:23:58,ONT,0.5,5.0,0.2,0.2777777777777778,0.7,2024-12-12 21:23:00,394397
2024-12-12,01:59:20,LAX,1.25,3.5,0.6000000000000001,0.0,0.4,2024-12-12 01:59:00,393233
2024-03-22,07:04:44,ONT,2.0,4.5,0.4,0.2777777777777778,0.4,2024-03-22 07:04:00,11938
2024-03-20,18:46:49,ONT,0.25,5.0,0.0,0.8333333333333334,0.0,2024-03-20 18:46:00,9760
2024-03-15,12:06:43,LAX,2.0,4.25,0.4,0.611111111111111,0.3,2024-03-15 12:06:00,2160
2024-03-20,01:04:41,ONT,1.0,3.25,0.0,0.1111111111111111,0.9,2024-03-20 01:04:00,8698
2024-03-21,21:40:45,LAX,0.25,2.5,0.6000000000000001,0.2777777777777778,0.2,2024-03-21 21:40:00,11374
2024-03-20,00:38:36,ONT,1.5,3.5,0.4,0.2222222222222222,0.0,2024-03-20 00:38:00,8672
2024-12-13,18:16:54,ONT,1.75,3.0,0.4,0.0,0.0,2024-12-13 18:16:00,395650
2024-11-30,04:21:26,ONT,0.5,2.75,0.2,0.0555555555555555,0.6,2024-11-30 04:21:00,376095
2024-12-11,00:32:22,ONT,1.5,4.75,0.6000000000000001,0.4444444444444445,0.8,2024-12-11 00:32:00,391706
2024-03-22,17:23:52,LAX,1.5,3.5,0.6000000000000001,0.1111111111111111,0.6,2024-03-22 17:23:00,12557
2025-01-18,22:33:50,ONT,0.5,4.5,0.2,0.1666666666666666,0.8,2025-01-18 22:33:00,447747
2025-01-18,06:09:31,LAX,1.5,2.5,0.2,0.1111111111111111,0.5,2025-01-18 06:09:00,446763
2024-03-19,17:34:54,LAX,0.5,4.25,0.6000000000000001,0.8888888888888888,0.1,2024-03-19 17:34:00,8248
2024-12-13,08:40:27,ONT,0.75,4.25,0.4,0.2222222222222222,0.3,2024-12-13 08:40:00,395074
2024-03-22,17:02:29,LAX,1.25,2.25,0.4,0.3333333333333333,0.1,2024-03-22 17:02:00,12536
2025-01-18,21:27:35,LAX,1.5,4.75,0.4,0.2222222222222222,0.7,2025-01-18 21:27:00,447681
2024-03-21,13:24:55,LAX,1.25,2.5,0.4,0.0555555555555555,1.0,2024-03-21 13:24:00,10878
2024-12-13,22:53:27,LAX,0.75,4.75,0.6000000000000001,0.1666666666666666,0.0,2024-12-13 22:53:00,395927
2024-12-13,20:52:06,LAX,0.75,2.0,0.8,0.2222222222222222,0.3,2024-12-13 20:52:00,395806
2024-11-30,18:47:40,ONT,1.75,4.25,0.4,0.7777777777777778,0.1,2024-11-30 18:47:00,376961
2025-01-19,19:03:36,ONT,1.5,4.25,0.6000000000000001,0.0,0.3,2025-01-19 19:03:00,448977
2024-11-30,17:39:40,ONT,0.75,5.0,0.4,0.0555555555555555,0.6,2024-11-30 17:39:00,376893
2024-12-11,15:16:02,ONT,1.5,4.25,0.4,0.6666666666666666,0.6,2024-12-11 15:16:00,392590
2024-03-21,16:00:38,ONT,0.5,3.25,0.2,0.0555555555555555,0.2,2024-03-21 16:00:00,11034
2024-12-13,05:31:34,LAX,0.5,2.25,0.4,0.2222222222222222,0.9,2024-12-13 05:31:00,394885
2025-01-19,10:21:14,LAX,1.0,2.25,0.8,0.3333333333333333,0.6,2025-01-19 10:21:00,448455
2024-03-17,05:27:43,LAX,1.25,2.5,0.2,0.2777777777777778,1.0,2024-03-17 05:27:00,4641
2024-11-30,19:20:28,LAX,0.75,4.75,0.6000000000000001,0.5555555555555556,1.0,2024-11-30 19:20:00,376994
2025-01-19,01:46:59,LAX,1.75,3.75,0.4,0.8888888888888888,0.0,2025-01-19 01:46:00,447940
2024-12-11,23:04:19,LAX,0.25,2.5,0.2,0.3333333333333333,0.6,2024-12-11 23:04:00,393058
2024-03-17,07:16:07,LAX,1.0,4.0,0.6000000000000001,0.3333333333333333,0.7,2024-03-17 07:16:00,4750
2025-01-19,18:08:37,ONT,2.0,3.5,0.6000000000000001,0.3333333333333333,0.0,2025-01-19 18:08:00,448922
2024-11-30,05:13:35,LAX,2.0,4.5,0.2,0.1666666666666666,0.6,2024-11-30 05:13:00,376147
2024-11-30,00:51:06,ONT,1.25,2.0,0.6000000000000001,0.9444444444444444,0.7,2024-11-30 00:51:00,375885
2024-12-11,13:27:35,ONT,0.75,2.25,0.2,0.2777777777777778,0.3,2024-12-11 13:27:00,392481
2025-01-18,01:45:29,LAX,1.25,4.75,0.0,0.0555555555555555,0.1,2025-01-18 01:45:00,446499
2024-11-30,09:38:38,LAX,1.5,2.25,0.2,0.2777777777777778,0.7,2024-11-30 09:38:00,376412
2024-12-11,22:08:37,LAX,1.25,5.0,0.2,0.0555555555555555,0.8,2024-12-11 22:08:00,393002
2024-11-30,21:51:56,ONT,0.75,3.5,0.8,0.0,0.4,2024-11-30 21:51:00,377145
2025-01-18,09:02:33,LAX,0.75,3.75,0.0,0.6666666666666666,0.8,2025-01-18 09:02:00,446936
2025-01-18,14:01:51,ONT,0.75,2.75,0.6000000000000001,0.0,0.9,2025-01-18 14:01:00,447235
2025-01-19,20:54:57,LAX,1.75,4.5,0.0,0.2777777777777778,0.1,2025-01-19 20:54:00,449088
2024-03-20,01:00:54,ONT,1.75,4.0,0.6000000000000001,0.2777777777777778,0.1,2024-03-20 01:00:00,8694
2024-11-30,13:35:05,ONT,0.75,4.5,0.2,0.611111111111111,0.3,2024-11-30 13:35:00,376649
2025-01-19,03:07:51,LAX,0.5,4.0,0.2,0.1111111111111111,0.0,2025-01-19 03:07:00,448021
2025-01-18,00:06:14,LAX,0.5,4.75,0.2,0.2222222222222222,0.1,2025-01-18 00:06:00,446400
2024-11-30,05:36:36,LAX,1.0,3.25,0.6000000000000001,0.2777777777777778,0.0,2024-11-30 05:36:00,376170
